,Compound,Date,Negative,Network,Neutral,Positive,Tweet Text,Tweets Ago
254,-0.25,Sun Mar 04 07:33:05 +0000 2018,0.167,@CBSNews,0.833,0.0,"Steve Lebsock, Colorado lawmaker, expelled over sexual misconduct allegations https://t.co/izDADrBcwC https://t.co/INGAgQYPz9",55
255,-0.6249,Sun Mar 04 07:30:16 +0000 2018,0.362,@CBSNews,0.638,0.0,Ben &amp; Jerry's Ben Cohen arrested at Vermont protest https://t.co/OaAtOtJmoA https://t.co/Tr9wgbHMiF,56
256,0.0,Sun Mar 04 07:24:09 +0000 2018,0.0,@CBSNews,1.0,0.0,Advertisers are asking YouTube to be removed from running ads on Alex Jones' channels https://t.co/yd7wpCR2ET https://t.co/zKRJkbjoRZ,57
257,0.5267,Sun Mar 04 07:18:07 +0000 2018,0.0,@CBSNews,0.746,0.254,Mega Millions winning numbers announced for $243 million jackpot https://t.co/faaZ4wovUk https://t.co/lVwKzPetFg,58
258,-0.4404,Sun Mar 04 07:03:05 +0000 2018,0.182,@CBSNews,0.818,0.0,"ISIS-inspired attacks with ""army of children"" were London man's goal, police say https://t.co/5fcVvBdxpN https://t.co/PdM5Rne2mC",59
259,0.128,Sun Mar 04 06:48:06 +0000 2018,0.143,@CBSNews,0.69,0.167,"Man tied cinder block to dog, threw him in Maryland's Liberty Reservoir, prosecutors say https://t.co/TVtc1cTliN https://t.co/CzFxJfKlpS",60
260,-0.296,Sun Mar 04 06:33:05 +0000 2018,0.155,@CBSNews,0.845,0.0,"CMU shooting: Shooting suspect in custody after 15-hour manhunt, university says https://t.co/tNb4Yw7jvn https://t.co/8ZkLzWgVfx",61
261,0.0,Sun Mar 04 06:18:09 +0000 2018,0.0,@CBSNews,1.0,0.0,"Roy Moore asks for money, says resources are ""depleted"" https://t.co/EkqbsSbUbs https://t.co/keah0vYlbe",62
262,-0.6486,Sun Mar 04 06:03:05 +0000 2018,0.301,@CBSNews,0.699,0.0,"DA: Woman, 3 young children found dead in Massachusetts home https://t.co/cqWp8v0sTY https://t.co/BPGIVK39wv",63
263,0.5106,Sun Mar 04 06:02:04 +0000 2018,0.0,@CBSNews,0.798,0.202,"West Virginia teachers say schools will ""remain closed"" until Senate honors deal https://t.co/Vu8FmUSsmF https://t.co/6mURFH7cXv",64
264,-0.802,Sun Mar 04 05:48:05 +0000 2018,0.481,@CBSNews,0.374,0.145,"Friends defend Joshua Tree couple accused of child cruelty, abuse https://t.co/B5X0BQqwrT https://t.co/kYjaU8Xz54",65
265,-0.8555,Sun Mar 04 05:33:05 +0000 2018,0.54,@CBSNews,0.46,0.0,Student suspected of killing his parents on campus arrested https://t.co/8niqAINMGJ https://t.co/P6pjOI8xEG,66
266,0.0,Sun Mar 04 05:30:15 +0000 2018,0.0,@CBSNews,1.0,0.0,"Nor'easter high tides, gusty winds still pounding New England coast https://t.co/LDksf0wZc1 https://t.co/bJ0SuuuXpr",67
267,-0.6369,Sun Mar 04 05:18:08 +0000 2018,0.302,@CBSNews,0.698,0.0,Kansas man wrongfully imprisoned for 23 years receives no compensation from state https://t.co/EMImOMwjLw https://t.co/MlRtyWUnUx,68
268,-0.8687,Sun Mar 04 05:03:05 +0000 2018,0.471,@CBSNews,0.529,0.0,Fraud convict who had teen son shoot him gets more prison time https://t.co/FwWLfVymIP https://t.co/OzASB2dVSJ,69
269,-0.2023,Sun Mar 04 04:48:05 +0000 2018,0.114,@CBSNews,0.886,0.0,Nondrinker wrongly charged with DUI gets nearly $1 million from New York City https://t.co/n1aTH4pAo2 https://t.co/VK84BZMt5Z,70
270,0.0,Sun Mar 04 04:33:07 +0000 2018,0.0,@CBSNews,1.0,0.0,Trump to roast and be roasted at rare dinner with Washington media https://t.co/nZRpbXE5OS https://t.co/jkLBOM2WkA,71
271,0.5267,Sun Mar 04 04:28:09 +0000 2018,0.0,@CBSNews,0.726,0.274,Powerball winning numbers announced for $321 million jackpot https://t.co/xtP1o3LSv2 https://t.co/I17JqyfQrD,72
272,0.0,Sun Mar 04 04:18:09 +0000 2018,0.0,@CBSNews,1.0,0.0,"Police: Man spits on black child, calls him racial slur https://t.co/HpcIRwKBNP https://t.co/0PHYpQrzyV",73
273,0.2263,Sun Mar 04 04:03:05 +0000 2018,0.184,@CBSNews,0.567,0.248,Netanyahu visit highlights enormous obstacles to Mideast peace https://t.co/XVuUtgItL4 https://t.co/5RMZUwmIJ4,74
274,0.0382,Sun Mar 04 03:48:04 +0000 2018,0.0,@CBSNews,0.929,0.071,Hunter College trying to evict dropout who won't leave New York City dorm room https://t.co/Cmp3gmAX6j https://t.co/bNyMdIKJqj,75
275,-0.1027,Sun Mar 04 03:33:06 +0000 2018,0.213,@CBSNews,0.6,0.187,"""Big Bitcoin Heist"": 600 powerful computers stolen in Iceland https://t.co/h2UcuGptfS https://t.co/GhZ15AHYRe",76
276,0.0,Sun Mar 04 03:28:07 +0000 2018,0.0,@CBSNews,1.0,0.0,Apple employees at $5B glass spaceship campus are walking into walls https://t.co/we5TfbzzK2 https://t.co/8f5p3VObEA,77
277,-0.296,Sun Mar 04 03:18:08 +0000 2018,0.18,@CBSNews,0.82,0.0,Female teacher accused of sexual relationship with 14-year-old boy https://t.co/S9BExqHpwF https://t.co/Vo3ZEEc7Bg,78
278,0.6369,Sun Mar 04 03:03:04 +0000 2018,0.0,@CBSNews,0.588,0.412,Oscars 2018: Best Actor nominees https://t.co/d17GVw1KfG https://t.co/M6F9eOPTZQ,79
279,0.9118,Sun Mar 04 03:02:05 +0000 2018,0.0,@CBSNews,0.357,0.643,"""Get Out"" wins Best Film, Director at Spirit Awards https://t.co/TgVQEVBH40 https://t.co/GOqygGBUjS",80
280,0.5267,Sun Mar 04 02:48:05 +0000 2018,0.0,@CBSNews,0.746,0.254,Mega Millions winning numbers announced for $243 million jackpot https://t.co/2sJWHqOIJK https://t.co/QL07TxIfEZ,81
281,0.128,Sun Mar 04 02:33:07 +0000 2018,0.143,@CBSNews,0.69,0.167,"Man tied cinder block to dog, threw him in Maryland's Liberty Reservoir, prosecutors say https://t.co/wcUj9xDahw https://t.co/tG7G71HL2Y",82
282,-0.6486,Sun Mar 04 02:26:07 +0000 2018,0.323,@CBSNews,0.677,0.0,"David Ogden Stiers, ""M*A*S*H"" star, dead at 75 https://t.co/CNbj1jb9hL https://t.co/oO6VQd2TQj",83
283,-0.296,Sun Mar 04 02:18:11 +0000 2018,0.155,@CBSNews,0.845,0.0,"CMU shooting: Shooting suspect in custody after 15-hour manhunt, university says https://t.co/9YZyqZ4XoG https://t.co/TSHmyJeRIV",84
284,-0.34,Sun Mar 04 02:03:05 +0000 2018,0.156,@CBSNews,0.844,0.0,"Gun in deadly shooting on campus registered to suspect's dad, police say https://t.co/pWsJxpJpIP https://t.co/OCL6vA9xVq",85
285,0.0,Sun Mar 04 01:48:05 +0000 2018,0.0,@CBSNews,1.0,0.0,"Roy Moore asks for money, says resources are ""depleted"" https://t.co/TeFCjb657H https://t.co/LXdakJ8k7f",86
286,0.0,Sun Mar 04 01:40:22 +0000 2018,0.0,@CBSNews,1.0,0.0,"“This is a premeditated, personal execution and it doesn’t get any colder than that.” https://t.co/pCaeP3sVDg https://t.co/do8Y0vMFlm",87
287,-0.802,Sun Mar 04 01:33:05 +0000 2018,0.481,@CBSNews,0.374,0.145,"Friends defend Joshua Tree couple accused of child cruelty, abuse https://t.co/ZiOBcfgCkF https://t.co/6GtIgdRlmJ",88
288,-0.8555,Sun Mar 04 01:18:07 +0000 2018,0.54,@CBSNews,0.46,0.0,Student suspected of killing his parents on campus arrested https://t.co/ErToDkvyYj https://t.co/AEq45Mo1mQ,89
289,-0.296,Sun Mar 04 01:10:05 +0000 2018,0.229,@CBSNews,0.642,0.128,"""Unfortunately this has got to become part of our new normal"": Powerful storms slam California https://t.co/B9lmv3Q2cT https://t.co/rkpsGVISdW",90
290,-0.5574,Sun Mar 04 01:03:05 +0000 2018,0.247,@CBSNews,0.753,0.0,"Florida Senate passes, immediately reverses temporary ban on AR-15 sales https://t.co/eZtTIIcaZw https://t.co/evdS5U5c3i",91
291,-0.6369,Sun Mar 04 00:52:05 +0000 2018,0.302,@CBSNews,0.698,0.0,Kansas man wrongfully imprisoned for 23 years receives no compensation from state https://t.co/la1ZkaS70f https://t.co/Inck2EVKyL,92
292,0.0,Sun Mar 04 00:48:04 +0000 2018,0.0,@CBSNews,1.0,0.0,A divided Italy goes to the polls Sunday https://t.co/CRjj6uRnyk https://t.co/58erZSrvuK,93
293,0.4215,Sun Mar 04 00:40:26 +0000 2018,0.0,@CBSNews,0.811,0.189,“Not everybody has a picture with a former president of the United States.” https://t.co/tGU3aPZnuM https://t.co/TnKt5B3saH,94
294,-0.2023,Sun Mar 04 00:33:05 +0000 2018,0.114,@CBSNews,0.886,0.0,Nondrinker wrongly charged with DUI gets nearly $1 million from New York City https://t.co/5Nfv4CnPib https://t.co/bORM6mKPKj,95
295,0.0,Sun Mar 04 00:18:07 +0000 2018,0.0,@CBSNews,1.0,0.0,Trump to roast and be roasted at rare dinner with Washington media https://t.co/Y6IguIZoXC https://t.co/i45EQDmw9E,96
296,0.0,Sun Mar 04 00:03:05 +0000 2018,0.0,@CBSNews,1.0,0.0,"Police: Man spits on black child, calls him racial slur https://t.co/2uZdvpNLJE https://t.co/yeJdtS5lxW",97
297,-0.872,Sun Mar 04 00:00:02 +0000 2018,0.288,@CBSNews,0.712,0.0,"This week’s #48hours boils down to this: She was 19 with an abusive boyfriend - did
he make her an unwitting accomplice to murder? https://t.co/FXruFVHIL4",98
298,-0.0772,Sat Mar 03 23:54:04 +0000 2018,0.187,@CBSNews,0.643,0.17,"3 children in back of stolen vehicle found safe near Cincinnati, Ohio https://t.co/rwO1djSTZt https://t.co/MTXN2torc0",99
299,-0.2023,Sat Mar 03 23:21:01 +0000 2018,0.186,@CBSNews,0.67,0.144,Florida's Senate briefly approved a ban on AR-15-style rifles before reversing the move Saturday https://t.co/XvGMDYML6q https://t.co/GnXtqEiUi6,100
300,-0.3802,Sun Mar 04 23:20:47 +0000 2018,0.115,@nytimes,0.885,0.0,"RT @poniewozik: Background on Seacrest, for whom E! was reportedly also considering a 30-second delay in case someone brought up the issue…",1
301,0.4404,Sun Mar 04 23:18:46 +0000 2018,0.0,@nytimes,0.854,0.146,"Allison Janney is expected to receive the supporting actress Oscar for her performance in ""I, Tonya"" https://t.co/wlZXcr9vk6 https://t.co/7tBr91uqx2",2
302,0.0,Sun Mar 04 23:15:09 +0000 2018,0.0,@nytimes,1.0,0.0,"RT @caraNYT: “ I think focus has to shift from Hollywood at this point, because there are millions of people around the world asking for he…",3
303,-0.1531,Sun Mar 04 23:10:10 +0000 2018,0.14,@nytimes,0.753,0.108,"The State Department was granted $120 million to fight Russian meddling. It has spent $0.
https://t.co/3BhK4HDDeh",4
304,0.0,Sun Mar 04 22:59:59 +0000 2018,0.0,@nytimes,1.0,0.0,Follow @caraNYT for the latest updates from the #Oscars red carpet. https://t.co/sqEtDZ6fKi,5
305,0.5574,Sun Mar 04 22:49:04 +0000 2018,0.0,@nytimes,0.795,0.205,"Trump's ""president for life"" comments about Chinese leader Xi Jinping found an appreciative audience https://t.co/wHDaTU1ny3",6
306,0.0,Sun Mar 04 22:43:23 +0000 2018,0.0,@nytimes,1.0,0.0,Photos: The latest action from the Oscars red carpet https://t.co/bYqHj3c9qD https://t.co/TC9ubfxmdr,7
307,0.0,Sun Mar 04 22:41:06 +0000 2018,0.0,@nytimes,1.0,0.0,This is going to be one hard-working Oscars ceremony. Here's what to look for. https://t.co/UiDoImIBym,8
308,0.5859,Sun Mar 04 22:34:00 +0000 2018,0.0,@nytimes,0.817,0.183,"Norway's fjords, often seen as examples of nature's unspoiled beauty, are filled with underwater islands of trash https://t.co/OVRjPJ5ptL",9
309,0.34,Sun Mar 04 22:19:05 +0000 2018,0.0,@nytimes,0.882,0.118,"Metal detectors, remotely locking doors and bulletproof backpacks: Schools are being swamped with pitches for little-researched security products https://t.co/rMjLvf2hHg",10
310,0.0,Sun Mar 04 22:11:20 +0000 2018,0.0,@nytimes,1.0,0.0,RT @brooksbarnesNYT: I will be backstage at the Oscars tonight covering. Here is the start of our Live Briefing: 2018 Oscars: What to Expec…,11
311,-0.4019,Sun Mar 04 22:04:08 +0000 2018,0.16,@nytimes,0.756,0.084,"The sexual harassment allegations against Ryan Seacrest raise the question of whether actors could turn questions around on him on the Academy Awards red carpet, or avoid interviews altogether https://t.co/OEC0lA2UHV",12
312,0.4404,Sun Mar 04 21:53:03 +0000 2018,0.084,@nytimes,0.719,0.197,"In 15 minutes the Florida State Senate approved and then scrapped a 2-year ban on sales of AR-15 rifles — proving that when it comes to backing a significant change, even a popular one, the votes just aren’t there https://t.co/SmoKWjp6o5",13
313,0.0,Sun Mar 04 21:38:06 +0000 2018,0.0,@nytimes,1.0,0.0,"In @NYTOpinion 

Minhal Baig writes, ""It’s not enough to be 'aware.' Women know how to do their jobs. It’s time to hire them."" https://t.co/H4RQ9MFvpS",14
314,-0.5994,Sun Mar 04 21:23:06 +0000 2018,0.157,@nytimes,0.843,0.0,"Decades later, questions about whether the New Zealand police and government covered up an assassination attempt against the Queen still linger https://t.co/VChrzPoZgO",15
315,-0.3182,Sun Mar 04 21:08:04 +0000 2018,0.119,@nytimes,0.881,0.0,"As Italy heads to the polls, we look at how misinformation has spread in other recent elections https://t.co/G1wcu98cQC",16
316,0.0,Sun Mar 04 20:53:04 +0000 2018,0.0,@nytimes,1.0,0.0,Planning on watching tonight's Oscars? Follow our live updates. https://t.co/oM10MptucA,17
317,0.0,Sun Mar 04 20:38:02 +0000 2018,0.0,@nytimes,1.0,0.0,"For millions of students, the first adult they see every day at school is not a teacher, or principal. It is a ""school resource officer."" https://t.co/CjQTUo4CF4",18
318,-0.3818,Sun Mar 04 20:23:03 +0000 2018,0.31,@nytimes,0.444,0.246,"""Get Out"" star Daniel Kaluuya plays a haunted murderer for our Great Performers series https://t.co/v1a92uK8jQ https://t.co/lJR6xnhSYS",19
319,0.0644,Sun Mar 04 20:08:04 +0000 2018,0.09,@nytimes,0.812,0.098,"Steven Pinker writes that he could have ended every chapter of his new book by saying, “But all this progress is threatened if Donald Trump gets his way” https://t.co/dLPhAv0tQO",20
320,0.8225,Sun Mar 04 19:53:03 +0000 2018,0.0,@nytimes,0.83,0.17,"Helen Mirren on the power of #MeToo: ""It’s an amazing moment, isn’t it? I’ve never wanted to be younger than I am, but the only thing that makes me think, God, I wish I was 18 now, in that 18-year-olds now are coming into a very different world."" https://t.co/fc9pnB2vQg",21
321,0.2484,Sun Mar 04 19:40:42 +0000 2018,0.122,@nytimes,0.698,0.18,She's 101 and suing one of the most powerful companies in show business https://t.co/CDkYOkWHJF,22
322,0.6249,Sun Mar 04 19:23:04 +0000 2018,0.0,@nytimes,0.868,0.132,"""Call Me By Your Name"" star Timothée Chalamet channels an air of Dorian Gray for his role as the polished cannibal in our Great Performers series https://t.co/HyRpUQALZh https://t.co/OCr4FeaGkK",23
323,0.0,Sun Mar 04 19:23:04 +0000 2018,0.0,@nytimes,1.0,0.0,Can’t get enough of this year’s best-picture nominees? https://t.co/L7AdKe2aUI,24
324,-0.1027,Sun Mar 04 19:08:03 +0000 2018,0.157,@nytimes,0.714,0.129,Missed out on the week's top stories? Here's your weekend briefing. https://t.co/Z2qg7nTz0o,25
325,-0.3612,Sun Mar 04 18:53:05 +0000 2018,0.068,@nytimes,0.932,0.0,"For days, thousands of teachers, bus drivers and cooks have filled the halls of the West Virginia State Capitol, chanting and singing defiantly in one of the few statewide teachers’ strikes in U.S. history https://t.co/0jPx0r47iv",26
326,-0.1027,Sun Mar 04 18:41:48 +0000 2018,0.082,@nytimes,0.851,0.067,"In @NYTOpinion 

Contributing Op-Ed writer Lindy West writes, ""Unseating a couple (or a score, or even a generation) of powerful abusers is a start, but it’s not an end"" https://t.co/7kZJ4V1wW5",27
327,0.6249,Sun Mar 04 18:23:08 +0000 2018,0.0,@nytimes,0.773,0.227,"""Lady Bird"" star Saoirse Ronan awakens as a mannequin in our Great Performers series https://t.co/b8TqsBVlOx https://t.co/o0GK9W8lQJ",28
328,-0.5563,Sun Mar 04 18:08:02 +0000 2018,0.11,@nytimes,0.89,0.0,"In @NYTOpinion 

The editorial board writes, ""One of Trump’s most disturbing departures from tradition was his appointment of close relatives to positions at the very apex of government power"" https://t.co/ShiLaXsbjs",29
329,0.3612,Sun Mar 04 17:53:01 +0000 2018,0.072,@nytimes,0.722,0.205,"2 dozen parties are on the ballot as Italy goes to the polls, and the number of undecided voters has reached a record high https://t.co/yrXEcQnu4a",30
330,0.5719,Sun Mar 04 17:38:04 +0000 2018,0.0,@nytimes,0.821,0.179,“This is part of the reason Donald Trump won. Democrats have chased people out of the party.” https://t.co/ZFl4RP2evO,31
331,0.5859,Sun Mar 04 17:23:05 +0000 2018,0.0,@nytimes,0.84,0.16,"In @NYTOpinion 

Op-Ed Contributors @FrankBruni, @LyndaObst and @DouthatNYT banter and bicker about who should and who will win an Oscar https://t.co/XkJ2trPOjX",32
332,0.7269,Sun Mar 04 17:08:06 +0000 2018,0.0,@nytimes,0.797,0.203,"“I am assuming she made a lot of money, got a lot of press and was on the cover of magazines. She was probably a pretty easy case.” https://t.co/7CP8ikNaXl",33
333,-0.946,Sun Mar 04 16:53:05 +0000 2018,0.489,@nytimes,0.511,0.0,Trauma surgeons recount the horror of assault weapons: “You will see multiple organs shattered. The exit wounds can be a foot wide.” https://t.co/svinwCE8R9,34
334,-0.3182,Sun Mar 04 16:38:02 +0000 2018,0.084,@nytimes,0.916,0.0,"""My assignment, in advance of the March 4 elections, was to portray the lack of services for working mothers. And here I was scrambling for child care."" https://t.co/z2DZyVSepm",35
335,-0.875,Sun Mar 04 16:23:01 +0000 2018,0.263,@nytimes,0.737,0.0,"The police said a university sophomore in Michigan sought in the shooting and killing of his parents was acting strangely the day before: ""He said someone was out to hurt him"" https://t.co/eVuYM8RY9m",36
336,0.2263,Sun Mar 04 16:08:00 +0000 2018,0.0,@nytimes,0.946,0.054,"Le donne potrebbero essere decisive per le elezioni italiane. Ma i problemi con cui combattono ogni giorno, come il sostegno all’occupazione, i servizi per l’infanzia e il divario salariale, raramente vengono discussi nel dibattito politico nazionale. https://t.co/TzOdA1oBPJ",37
337,-0.4019,Sun Mar 04 15:53:06 +0000 2018,0.16,@nytimes,0.756,0.084,"The sexual harassment allegations against Ryan Seacrest raise the question of whether actors could turn questions around on him on the Academy Awards red carpet, or avoid interviews altogether https://t.co/55gAJs53Qz",38
338,-0.5574,Sun Mar 04 15:38:04 +0000 2018,0.159,@nytimes,0.841,0.0,"Roger Bannister, the first athlete to run a mile in under 4 minutes, in 1954, has died at 88 in Britain https://t.co/BCVcKXiiL0",39
339,0.6908,Sun Mar 04 15:23:55 +0000 2018,0.105,@nytimes,0.655,0.239,"Women could decide Italy's election. But the issues they struggle with every day — like employment support, child care and equal pay — rarely enter the national political discussion. https://t.co/ANhpkbjuYm",40
340,0.0,Sun Mar 04 15:07:50 +0000 2018,0.0,@nytimes,1.0,0.0,RT @nytimesmusic: The David Bowie you’ve never seen https://t.co/U5gvL55VPN https://t.co/KgAdLNw6iv,41
341,-0.5423,Sun Mar 04 14:48:35 +0000 2018,0.2,@nytimes,0.8,0.0,"""I will never go to the Met. Am I calling for a boycott? No. But I myself will not go."" — Ai Weiwei https://t.co/o4mI6Po9FZ",42
342,0.0,Sun Mar 04 14:30:06 +0000 2018,0.0,@nytimes,1.0,0.0,When was the first time you saw yourself represented in Hollywood? https://t.co/q2xHNilgxA,43
343,0.0,Sun Mar 04 14:02:10 +0000 2018,0.0,@nytimes,1.0,0.0,"U.S. Aircraft Carrier Heads to Vietnam, With a Message for China https://t.co/mPTJMJvMo2",44
344,0.0,Sun Mar 04 14:00:28 +0000 2018,0.0,@nytimes,1.0,0.0,How would a 10% tariff on aluminum affect the beer-drinking habits of Americans?https://t.co/tS8CekoT9d,45
345,0.0,Sun Mar 04 13:46:19 +0000 2018,0.0,@nytimes,1.0,0.0,Every Plant Has a Story. You Just Need to Dig. https://t.co/LU06BAX9Lm,46
346,-0.3818,Sun Mar 04 13:30:11 +0000 2018,0.187,@nytimes,0.725,0.088,There is no simple answer to what happened to Nakesha Williams — a life of spectacular promise undone by mental illness and homelessness https://t.co/6pd3trrgcF,47
347,0.0,Sun Mar 04 13:06:15 +0000 2018,0.0,@nytimes,1.0,0.0,"Roger Bannister, First Athlete to Break 4-Minute Mile, Dies at 88 https://t.co/hZ0R8qfbS3",48
348,0.0,Sun Mar 04 13:00:06 +0000 2018,0.0,@nytimes,1.0,0.0,Trump's “listening sessions” are one way in which he has brought his reality show instincts to his next act as a politician https://t.co/kfkKEaEn9D,49
349,-0.7841,Sun Mar 04 12:30:21 +0000 2018,0.256,@nytimes,0.744,0.0,"A threatening message arrives, and a school in Illinois scrambles. The same kind of scare is happening at dozens of schools every day. https://t.co/tVjNw3dzkA",50
350,-0.296,Sun Mar 04 12:04:09 +0000 2018,0.167,@nytimes,0.833,0.0,Big City: When Should Cultural Institutions Say No to Tainted Funding? https://t.co/bGUi0aQUrK,51
351,-0.4404,Sun Mar 04 12:00:24 +0000 2018,0.108,@nytimes,0.892,0.0,"Congressional Republicans are pushing Trump in public and in private to reconsider his tariff policy. So far, he's not having any of that criticism. https://t.co/vLIllbuAkM",52
352,0.0,Sun Mar 04 11:30:07 +0000 2018,0.0,@nytimes,1.0,0.0,The new emphasis on students voting — among a population that tends to vote Democrat — comes as the nation gears up for a high stakes midterm election https://t.co/FfmhPzmoTT,53
353,0.6369,Sun Mar 04 11:00:24 +0000 2018,0.0,@nytimes,0.802,0.198,"In the past 30 years, only 4 movies were named best picture while topping the box office charts https://t.co/ptTq5aZzww",54
354,0.2263,Sun Mar 04 10:58:57 +0000 2018,0.153,@nytimes,0.637,0.21,An Appreciation: His Name Was Blame: A Legend of London Fashion Remembered https://t.co/U812NWOlgN,55
355,0.6705,Sun Mar 04 10:28:13 +0000 2018,0.0,@nytimes,0.718,0.282,“Singing to me is the best medicine. It makes you want to live a little longer.” https://t.co/NOdERgi9Bg,56
356,0.0,Sun Mar 04 10:09:39 +0000 2018,0.0,@nytimes,1.0,0.0,South Korea Names 2 Envoys to Meet With Kim Jong-un https://t.co/yXfv17D8lA,57
357,-0.802,Sun Mar 04 10:00:29 +0000 2018,0.31,@nytimes,0.69,0.0,"The stories of Syrian children who have cheated death, told partly through what they carried into shelters https://t.co/oTXBQW7ST5",58
358,-0.1027,Sun Mar 04 09:43:44 +0000 2018,0.224,@nytimes,0.521,0.255,"Richard E. Taylor, Nobel Winner Who Plumbed Matter, Is Dead at 88 https://t.co/wOdXiSbIhs",59
359,0.0,Sun Mar 04 09:38:22 +0000 2018,0.0,@nytimes,1.0,0.0,Need a date? Get a dog. https://t.co/SzqnqFjmJh,60
360,0.0,Sun Mar 04 09:19:23 +0000 2018,0.0,@nytimes,1.0,0.0,What can we expect at this year's Oscars? https://t.co/p0Ui2wVn8Y,61
361,0.0,Sun Mar 04 09:00:27 +0000 2018,0.0,@nytimes,1.0,0.0,What to Watch for in Italy’s Election on Sunday https://t.co/pStvKAXS3S,62
362,-0.4215,Sun Mar 04 08:56:57 +0000 2018,0.286,@nytimes,0.573,0.141,Angela Merkel Averts Crisis and Gets Her Coalition With Help of S.P.D. Again. https://t.co/DQkMOF59ix,63
363,0.1943,Sun Mar 04 08:51:00 +0000 2018,0.069,@nytimes,0.772,0.16,"Want a good smartphone but don't want to spend $1,000? There are plenty of options and a few trade-offs. https://t.co/yGN3vxHvdv",64
364,0.0,Sun Mar 04 08:32:26 +0000 2018,0.0,@nytimes,1.0,0.0,Being this dentist's patient is a mark of status. So is having your artwork on his walls. https://t.co/AEExPOmShB,65
365,0.0,Sun Mar 04 08:15:22 +0000 2018,0.0,@nytimes,1.0,0.0,"5 Shows to See if You’re in New York: ‘Angels in America,’ ‘The Fall’ and More https://t.co/yOEElrofSD",66
366,0.5413,Sun Mar 04 08:10:04 +0000 2018,0.0,@nytimes,0.8,0.2,Aarhus offers all the hygge and one of most exciting design scenes in Europe https://t.co/SiVcaRCua6,67
367,-0.4019,Sun Mar 04 07:53:16 +0000 2018,0.172,@nytimes,0.828,0.0,Woody Allen's “Manhattan” practically seems pre-engineered to provoke debate in the post-Weinstein world https://t.co/67I4vTMi1G,68
368,0.0,Sun Mar 04 07:36:58 +0000 2018,0.0,@nytimes,1.0,0.0,"Ipoh, Malaysia’s third most populous city, should be on your travel radar https://t.co/KLFUsOXbv2",69
369,0.0,Sun Mar 04 07:20:45 +0000 2018,0.0,@nytimes,1.0,0.0,"Enchilada night, anyone? https://t.co/4XFHTWSFg6 https://t.co/cbl9T4QZB7",70
370,0.0,Sun Mar 04 07:04:26 +0000 2018,0.0,@nytimes,1.0,0.0,5 cheap(ish) things every new pet owner needs https://t.co/ir0xtngeDy,71
371,0.0,Sun Mar 04 06:48:08 +0000 2018,0.0,@nytimes,1.0,0.0,"Why you need more ""no"" in your life https://t.co/1ombXSyo4Q",72
372,-0.5267,Sun Mar 04 06:31:42 +0000 2018,0.207,@nytimes,0.793,0.0,"The Ethicist: Does she have to tell her father about being sexually assaulted?
 https://t.co/cN9Fl596GW",73
373,-0.1779,Sun Mar 04 06:14:36 +0000 2018,0.096,@nytimes,0.904,0.0,John Boyega is among a new wave of British actors who are shaking up the movie industry  https://t.co/ToxakeRuF4,74
374,0.128,Sun Mar 04 05:57:29 +0000 2018,0.116,@nytimes,0.752,0.132,"""Get Out"" is the latest horror film to receive Oscar nominations. But the Academy hasn't always shown a lot of love for films in the genre. https://t.co/fu1qlnQsmS",75
375,0.0,Sun Mar 04 05:41:04 +0000 2018,0.0,@nytimes,1.0,0.0,This article is about ~millennials~ https://t.co/Jvuvnp47BY,76
376,0.8126,Sun Mar 04 05:24:28 +0000 2018,0.057,@nytimes,0.565,0.378,"The @FrugalTraveler heads to Shanghai, one of his greatest challenges. (Spoiler: Soup dumplings save the day.) https://t.co/06noQVTPzz",77
377,0.7096,Sun Mar 04 05:07:56 +0000 2018,0.0,@nytimes,0.688,0.312,You and your children should enjoy every moment seeing the world. Let us help. https://t.co/GXI9zaKIgk,78
378,0.7351,Sun Mar 04 04:51:21 +0000 2018,0.0,@nytimes,0.592,0.408,A Night of Laughs Between Trump and His Favorite Punching Bag https://t.co/vkVoDoBGDv,79
379,0.34,Sun Mar 04 04:41:21 +0000 2018,0.0,@nytimes,0.906,0.094,What if more chefs had a say in which new seeds went to market — if they played a part in shaping their own food supply? https://t.co/earG5zw59n,80
380,-0.4215,Sun Mar 04 04:24:23 +0000 2018,0.177,@nytimes,0.823,0.0,Researchers are struggling to understand what causes “self-neglect” — and how to fix it https://t.co/IuDsqURMXK,81
381,0.0,Sun Mar 04 04:07:42 +0000 2018,0.0,@nytimes,1.0,0.0,“We’re looking at the very real possibility of extinction” https://t.co/SLioE7CYLX,82
382,0.4019,Sun Mar 04 03:50:32 +0000 2018,0.0,@nytimes,0.803,0.197,Need some recipes for your Oscars party? @nytfood has you covered. https://t.co/OwmH6tgzIY,83
383,0.0,Sun Mar 04 03:33:30 +0000 2018,0.0,@nytimes,1.0,0.0,"To zip through customs should you opt for Global Entry, or the Mobile Passport app? Both, says Customs and Border Protection. https://t.co/sgprK4CLT3",84
384,0.0,Sun Mar 04 03:16:13 +0000 2018,0.0,@nytimes,1.0,0.0,Here's why your pharmacist can't tell you that your $20 prescription could only cost $8 https://t.co/MODVFPE6VX,85
385,-0.4588,Sun Mar 04 02:59:07 +0000 2018,0.333,@nytimes,0.667,0.0,Cardinal George Pell Confronts Charges of ‘Historical Sexual Offenses’ https://t.co/NfwqqrPvdy,86
